Suburb,Address,Rooms,Type,Price,SellerG,Date,Region name ,Distance,CouncilArea,Bedrooms,Bathroom,Car,Property Count
Mount Waverley,53 Catherine Av,6,h,1200000.0,hockingstuart,01-07-2017,Eastern Metropolitan,14.2,Monash City Council,2.0,1.0,1.0,13366
Mount Waverley,26 Malcolm Ct,5,h,1600000.0,Jellis,01-07-2017,Eastern Metropolitan,14.2,Monash City Council,5.0,2.0,3.0,13366
Mount Waverley,11 Maureen St,3,h,944000.0,Jellis,01-07-2017,Eastern Metropolitan,14.2,Monash City Council,4.0,2.0,1.0,13366
Mount Waverley,2 Merton Cl,3,h,1385000.0,Ray,01-07-2017,Eastern Metropolitan,14.2,Monash City Council,2.0,1.0,1.0,13366
Mount Waverley,23 Monomeith Cr,3,h,1280000.0,Buxton,01-07-2017,Eastern Metropolitan,14.2,Monash City Council,5.0,4.0,2.0,13366
Mount Waverley,24 Sunnyside Rd,3,h,2000000.0,Fletchers,01-07-2017,Eastern Metropolitan,14.2,Monash City Council,2.0,2.0,2.0,13366
Narre Warren,29 Hanley St,3,h,655000.0,Only,01-07-2017,South-Eastern Metropolitan,34.1,Casey City Council,4.0,2.0,1.0,9376
Narre Warren,28 Murdoch Av,3,h,580000.0,O'Brien,01-07-2017,South-Eastern Metropolitan,34.1,Casey City Council,5.0,3.0,4.0,9376
Newport,2A Gordon St,2,h,710000.0,Williams,01-07-2017,Western Metropolitan,6.2,Hobsons Bay City Council,3.0,2.0,2.0,5498
Newport,34 Thorpe St,3,h,1330000.0,RT,01-07-2017,Western Metropolitan,6.2,Hobsons Bay City Council,4.0,2.0,2.0,5498
Noble Park,3/3 Baldwin Av,2,u,466500.0,Leyton,01-07-2017,South-Eastern Metropolitan,22.7,Greater Dandenong City Council,4.0,2.0,2.0,11806
North Melbourne,8/302 Abbotsford St,2,u,550000.0,Nelson,01-07-2017,Northern Metropolitan,1.8,Melbourne City Council,3.0,1.0,2.0,6821
North Melbourne,187 Errol St,2,h,962000.0,Alexkarbon,01-07-2017,Northern Metropolitan,1.8,Melbourne City Council,4.0,2.0,1.0,6821
North Melbourne,2E Princess St,2,t,936000.0,Jellis,01-07-2017,Northern Metropolitan,1.8,Melbourne City Council,2.0,1.0,1.0,6821
North Melbourne,6/8 Tyrone St,2,u,580000.0,Alexkarbon,01-07-2017,Northern Metropolitan,1.8,Melbourne City Council,4.0,2.0,2.0,6821
Northcote,26 Salisbury Gr,4,h,1900000.0,Jellis,01-07-2017,Northern Metropolitan,5.3,Darebin City Council,3.0,2.0,1.0,11364
Northcote,14 Wardrop Gr,3,h,1605000.0,Nelson,01-07-2017,Northern Metropolitan,5.3,Darebin City Council,2.0,1.0,1.0,11364
Northcote,65 Westgarth St,3,h,1415000.0,Woodards,01-07-2017,Northern Metropolitan,5.3,Darebin City Council,3.0,2.0,3.0,11364
Northcote,4/26 Wilmoth St,2,u,390000.0,Ray,01-07-2017,Northern Metropolitan,5.3,Darebin City Council,4.0,2.0,3.0,11364
Nunawading,3/1 Crest Gr,2,u,637000.0,Ray,01-07-2017,Eastern Metropolitan,15.4,Manningham City Council,5.0,4.0,3.0,4973
Oakleigh East,1725 Dandenong Rd,5,h,1525000.0,Ray,01-07-2017,Southern Metropolitan,12.3,Monash City Council,3.0,2.0,1.0,2547
Oakleigh East,82 Patrick St,6,h,1900000.0,Ray,01-07-2017,Southern Metropolitan,12.3,Monash City Council,5.0,3.0,2.0,2547
